rank,project_id,project_weight,sla_risk,employee_id,estimated_people,skill_staffing,employee_name,semantic_match,effective_hours,projected_utilization,final_score,decision,reason
26,java_recruitment_backend_cpu_v1,16758.44,44.82,emp_text_020,4,"{""Java"": 1, ""Microservices"": 1, ""SQL"": 1, ""Spring Boot"": 1}",emp text 020,0.0142,25.8,3.6,0.1915,ranked_candidate,"Ranked using semantic match 0.0142, effective capacity 25.8 hours, and current utilization 40%."
27,java_recruitment_backend_cpu_v1,16758.44,44.82,emp_text_037,4,"{""Java"": 1, ""Microservices"": 1, ""SQL"": 1, ""Spring Boot"": 1}",emp text 037,0.0142,22.1,4.35,0.1907,ranked_candidate,"Ranked using semantic match 0.0142, effective capacity 22.1 hours, and current utilization 35%."
28,java_recruitment_backend_cpu_v1,16758.44,44.82,emp_text_038,4,"{""Java"": 1, ""Microservices"": 1, ""SQL"": 1, ""Spring Boot"": 1}",emp text 038,0.0142,21.58,4.35,0.1899,ranked_candidate,"Ranked using semantic match 0.0142, effective capacity 21.58 hours, and current utilization 35%."
29,java_recruitment_backend_cpu_v1,16758.44,44.82,emp_text_044,4,"{""Java"": 1, ""Microservices"": 1, ""SQL"": 1, ""Spring Boot"": 1}",emp text 044,0.0142,26.1,3.62,0.1899,ranked_candidate,"Ranked using semantic match 0.0142, effective capacity 26.1 hours, and current utilization 42%."
30,java_recruitment_backend_cpu_v1,16758.44,44.82,emp_text_050,4,"{""Java"": 1, ""Microservices"": 1, ""SQL"": 1, ""Spring Boot"": 1}",emp text 050,0.0142,25.2,3.64,0.1865,ranked_candidate,"Ranked using semantic match 0.0142, effective capacity 25.2 hours, and current utilization 44%."
31,java_recruitment_backend_cpu_v1,16758.44,44.82,emp_text_005,4,"{""Java"": 1, ""Microservices"": 1, ""SQL"": 1, ""Spring Boot"": 1}",emp text 005,0.0142,20.66,4.37,0.1864,ranked_candidate,"Ranked using semantic match 0.0142, effective capacity 20.66 hours, and current utilization 37%."
32,java_recruitment_backend_cpu_v1,16758.44,44.82,emp_text_034,4,"{""Java"": 1, ""Microservices"": 1, ""SQL"": 1, ""Spring Boot"": 1}",emp text 034,0.0142,19.15,4.37,0.1841,ranked_candidate,"Ranked using semantic match 0.0142, effective capacity 19.15 hours, and current utilization 37%."
33,java_recruitment_backend_cpu_v1,16758.44,44.82,emp_text_033,4,"{""Java"": 1, ""Microservices"": 1, ""SQL"": 1, ""Spring Boot"": 1}",emp text 033,0.0139,16.68,5.6633,0.184,ranked_candidate,"Ranked using semantic match 0.0139, effective capacity 16.68 hours, and current utilization 33%."
34,java_recruitment_backend_cpu_v1,16758.44,44.82,emp_text_012,4,"{""Java"": 1, ""Microservices"": 1, ""SQL"": 1, ""Spring Boot"": 1}",emp text 012,0.0142,16.08,5.6633,0.1833,ranked_candidate,"Ranked using semantic match 0.0142, effective capacity 16.08 hours, and current utilization 33%."
35,java_recruitment_backend_cpu_v1,16758.44,44.82,emp_text_007,4,"{""Java"": 1, ""Microservices"": 1, ""SQL"": 1, ""Spring Boot"": 1}",emp text 007,0.0139,23.38,3.65,0.1825,ranked_candidate,"Ranked using semantic match 0.0139, effective capacity 23.38 hours, and current utilization 45%."
36,java_recruitment_backend_cpu_v1,16758.44,44.82,emp_text_017,4,"{""Java"": 1, ""Microservices"": 1, ""SQL"": 1, ""Spring Boot"": 1}",emp text 017,0.0142,20.88,4.42,0.1818,ranked_candidate,"Ranked using semantic match 0.0142, effective capacity 20.88 hours, and current utilization 42%."
37,java_recruitment_backend_cpu_v1,16758.44,44.82,emp_text_002,4,"{""Java"": 1, ""Microservices"": 1, ""SQL"": 1, ""Spring Boot"": 1}",emp text 002,0.0139,20.18,4.42,0.1805,ranked_candidate,"Ranked using semantic match 0.0139, effective capacity 20.18 hours, and current utilization 42%."
38,java_recruitment_backend_cpu_v1,16758.44,44.82,emp_text_021,4,"{""Java"": 1, ""Microservices"": 1, ""SQL"": 1, ""Spring Boot"": 1}",emp text 021,0.0142,16.44,5.7033,0.1798,ranked_candidate,"Ranked using semantic match 0.0142, effective capacity 16.44 hours, and current utilization 37%."
39,java_recruitment_backend_cpu_v1,16758.44,44.82,emp_text_022,4,"{""Java"": 1, ""Microservices"": 1, ""SQL"": 1, ""Spring Boot"": 1}",emp text 022,0.0142,22.52,3.67,0.1793,ranked_candidate,"Ranked using semantic match 0.0142, effective capacity 22.52 hours, and current utilization 47%."
40,java_recruitment_backend_cpu_v1,16758.44,44.82,emp_text_036,4,"{""Java"": 1, ""Microservices"": 1, ""SQL"": 1, ""Spring Boot"": 1}",emp text 036,0.0142,18.64,4.41,0.1793,ranked_candidate,"Ranked using semantic match 0.0142, effective capacity 18.64 hours, and current utilization 41%."
41,java_recruitment_backend_cpu_v1,16758.44,44.82,emp_text_040,4,"{""Java"": 1, ""Microservices"": 1, ""SQL"": 1, ""Spring Boot"": 1}",emp text 040,0.0142,22.62,3.68,0.1785,ranked_candidate,"Ranked using semantic match 0.0142, effective capacity 22.62 hours, and current utilization 48%."
42,java_recruitment_backend_cpu_v1,16758.44,44.82,emp_text_041,4,"{""Java"": 1, ""Microservices"": 1, ""SQL"": 1, ""Spring Boot"": 1}",emp text 041,0.0139,20.16,4.44,0.1785,ranked_candidate,"Ranked using semantic match 0.0139, effective capacity 20.16 hours, and current utilization 44%."
43,java_recruitment_backend_cpu_v1,16758.44,44.82,emp_text_025,4,"{""Java"": 1, ""Microservices"": 1, ""SQL"": 1, ""Spring Boot"": 1}",emp text 025,0.0144,16.74,5.7333,0.1774,ranked_candidate,"Ranked using semantic match 0.0144, effective capacity 16.74 hours, and current utilization 40%."
44,java_recruitment_backend_cpu_v1,16758.44,44.82,emp_text_047,4,"{""Java"": 1, ""Microservices"": 1, ""SQL"": 1, ""Spring Boot"": 1}",emp text 047,0.0139,15.12,5.7333,0.1746,ranked_candidate,"Ranked using semantic match 0.0139, effective capacity 15.12 hours, and current utilization 40%."
45,java_recruitment_backend_cpu_v1,16758.44,44.82,emp_text_003,4,"{""Java"": 1, ""Microservices"": 1, ""SQL"": 1, ""Spring Boot"": 1}",emp text 003,0.0144,17.25,4.44,0.1742,ranked_candidate,"Ranked using semantic match 0.0144, effective capacity 17.25 hours, and current utilization 44%."
46,java_recruitment_backend_cpu_v1,16758.44,44.82,emp_text_026,4,"{""Java"": 1, ""Microservices"": 1, ""SQL"": 1, ""Spring Boot"": 1}",emp text 026,0.0142,17.28,4.46,0.1721,ranked_candidate,"Ranked using semantic match 0.0142, effective capacity 17.28 hours, and current utilization 46%."
47,java_recruitment_backend_cpu_v1,16758.44,44.82,emp_text_045,4,"{""Java"": 1, ""Microservices"": 1, ""SQL"": 1, ""Spring Boot"": 1}",emp text 045,0.0139,18.97,4.49,0.1716,ranked_candidate,"Ranked using semantic match 0.0139, effective capacity 18.97 hours, and current utilization 49%."
48,java_recruitment_backend_cpu_v1,16758.44,44.82,emp_text_028,4,"{""Java"": 1, ""Microservices"": 1, ""SQL"": 1, ""Spring Boot"": 1}",emp text 028,0.0139,13.12,5.7933,0.1655,ranked_candidate,"Ranked using semantic match 0.0139, effective capacity 13.12 hours, and current utilization 46%."
49,java_recruitment_backend_cpu_v1,16758.44,44.82,emp_text_029,4,"{""Java"": 1, ""Microservices"": 1, ""SQL"": 1, ""Spring Boot"": 1}",emp text 029,0.0144,14.08,5.8233,0.1642,ranked_candidate,"Ranked using semantic match 0.0144, effective capacity 14.08 hours, and current utilization 49%."
50,java_recruitment_backend_cpu_v1,16758.44,44.82,emp_text_039,4,"{""Java"": 1, ""Microservices"": 1, ""SQL"": 1, ""Spring Boot"": 1}",emp text 039,0.0142,12.32,5.8133,0.1624,ranked_candidate,"Ranked using semantic match 0.0142, effective capacity 12.32 hours, and current utilization 48%."
51,java_recruitment_backend_cpu_v1,16758.44,44.82,test_java_dev,4,"{""Java"": 1, ""Microservices"": 1, ""SQL"": 1, ""Spring Boot"": 1}",test java dev,0.0,16.02,4.48,0.1604,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 16.02 hours, and current utilization 48%."
