rank,project_id,project_weight,sla_risk,employee_id,estimated_people,skill_staffing,employee_name,semantic_match,effective_hours,projected_utilization,final_score,decision,reason
23,java_backend_demo,76595.13,41.33,105,3,"{""Java"": 2, ""Spring"": 1}",105,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
24,java_backend_demo,76595.13,41.33,106,3,"{""Java"": 2, ""Spring"": 1}",106,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
25,java_backend_demo,76595.13,41.33,107,3,"{""Java"": 2, ""Spring"": 1}",107,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
26,java_backend_demo,76595.13,41.33,108,3,"{""Java"": 2, ""Spring"": 1}",108,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
27,java_backend_demo,76595.13,41.33,109,3,"{""Java"": 2, ""Spring"": 1}",109,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
28,java_backend_demo,76595.13,41.33,10d343d910cb636b,3,"{""Java"": 2, ""Spring"": 1}",10d343d910cb636b,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
29,java_backend_demo,76595.13,41.33,11,3,"{""Java"": 2, ""Spring"": 1}",11,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
30,java_backend_demo,76595.13,41.33,110,3,"{""Java"": 2, ""Spring"": 1}",110,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
31,java_backend_demo,76595.13,41.33,111,3,"{""Java"": 2, ""Spring"": 1}",111,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
32,java_backend_demo,76595.13,41.33,112,3,"{""Java"": 2, ""Spring"": 1}",112,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
33,java_backend_demo,76595.13,41.33,113,3,"{""Java"": 2, ""Spring"": 1}",113,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
34,java_backend_demo,76595.13,41.33,114,3,"{""Java"": 2, ""Spring"": 1}",114,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
35,java_backend_demo,76595.13,41.33,115,3,"{""Java"": 2, ""Spring"": 1}",115,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
36,java_backend_demo,76595.13,41.33,116,3,"{""Java"": 2, ""Spring"": 1}",116,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
37,java_backend_demo,76595.13,41.33,117,3,"{""Java"": 2, ""Spring"": 1}",117,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
38,java_backend_demo,76595.13,41.33,118,3,"{""Java"": 2, ""Spring"": 1}",118,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
39,java_backend_demo,76595.13,41.33,119,3,"{""Java"": 2, ""Spring"": 1}",119,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
40,java_backend_demo,76595.13,41.33,12,3,"{""Java"": 2, ""Spring"": 1}",12,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
41,java_backend_demo,76595.13,41.33,120,3,"{""Java"": 2, ""Spring"": 1}",120,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
42,java_backend_demo,76595.13,41.33,121,3,"{""Java"": 2, ""Spring"": 1}",121,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
43,java_backend_demo,76595.13,41.33,122,3,"{""Java"": 2, ""Spring"": 1}",122,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
44,java_backend_demo,76595.13,41.33,123,3,"{""Java"": 2, ""Spring"": 1}",123,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
45,java_backend_demo,76595.13,41.33,124,3,"{""Java"": 2, ""Spring"": 1}",124,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
46,java_backend_demo,76595.13,41.33,125,3,"{""Java"": 2, ""Spring"": 1}",125,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
47,java_backend_demo,76595.13,41.33,126,3,"{""Java"": 2, ""Spring"": 1}",126,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
48,java_backend_demo,76595.13,41.33,127,3,"{""Java"": 2, ""Spring"": 1}",127,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
49,java_backend_demo,76595.13,41.33,128,3,"{""Java"": 2, ""Spring"": 1}",128,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
50,java_backend_demo,76595.13,41.33,129,3,"{""Java"": 2, ""Spring"": 1}",129,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
51,java_backend_demo,76595.13,41.33,12be996dcfe6ea96,3,"{""Java"": 2, ""Spring"": 1}",12be996dcfe6ea96,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
52,java_backend_demo,76595.13,41.33,12d968acbe92b441,3,"{""Java"": 2, ""Spring"": 1}",12d968acbe92b441,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
53,java_backend_demo,76595.13,41.33,13,3,"{""Java"": 2, ""Spring"": 1}",13,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
54,java_backend_demo,76595.13,41.33,130,3,"{""Java"": 2, ""Spring"": 1}",130,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
55,java_backend_demo,76595.13,41.33,131,3,"{""Java"": 2, ""Spring"": 1}",131,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
56,java_backend_demo,76595.13,41.33,132,3,"{""Java"": 2, ""Spring"": 1}",132,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
57,java_backend_demo,76595.13,41.33,133,3,"{""Java"": 2, ""Spring"": 1}",133,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
58,java_backend_demo,76595.13,41.33,133273598166869e,3,"{""Java"": 2, ""Spring"": 1}",133273598166869e,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
59,java_backend_demo,76595.13,41.33,134,3,"{""Java"": 2, ""Spring"": 1}",134,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
60,java_backend_demo,76595.13,41.33,135,3,"{""Java"": 2, ""Spring"": 1}",135,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
61,java_backend_demo,76595.13,41.33,136,3,"{""Java"": 2, ""Spring"": 1}",136,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
62,java_backend_demo,76595.13,41.33,137,3,"{""Java"": 2, ""Spring"": 1}",137,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
63,java_backend_demo,76595.13,41.33,138,3,"{""Java"": 2, ""Spring"": 1}",138,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
64,java_backend_demo,76595.13,41.33,139,3,"{""Java"": 2, ""Spring"": 1}",139,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
65,java_backend_demo,76595.13,41.33,13b8c4ad1820d76e,3,"{""Java"": 2, ""Spring"": 1}",13b8c4ad1820d76e,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
66,java_backend_demo,76595.13,41.33,14,3,"{""Java"": 2, ""Spring"": 1}",14,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
67,java_backend_demo,76595.13,41.33,140,3,"{""Java"": 2, ""Spring"": 1}",140,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
68,java_backend_demo,76595.13,41.33,141,3,"{""Java"": 2, ""Spring"": 1}",141,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
69,java_backend_demo,76595.13,41.33,142,3,"{""Java"": 2, ""Spring"": 1}",142,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
70,java_backend_demo,76595.13,41.33,143,3,"{""Java"": 2, ""Spring"": 1}",143,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
71,java_backend_demo,76595.13,41.33,144,3,"{""Java"": 2, ""Spring"": 1}",144,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
72,java_backend_demo,76595.13,41.33,145,3,"{""Java"": 2, ""Spring"": 1}",145,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
73,java_backend_demo,76595.13,41.33,146,3,"{""Java"": 2, ""Spring"": 1}",146,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
74,java_backend_demo,76595.13,41.33,147,3,"{""Java"": 2, ""Spring"": 1}",147,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
75,java_backend_demo,76595.13,41.33,148,3,"{""Java"": 2, ""Spring"": 1}",148,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
76,java_backend_demo,76595.13,41.33,149,3,"{""Java"": 2, ""Spring"": 1}",149,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
77,java_backend_demo,76595.13,41.33,15,3,"{""Java"": 2, ""Spring"": 1}",15,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
78,java_backend_demo,76595.13,41.33,150,3,"{""Java"": 2, ""Spring"": 1}",150,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
79,java_backend_demo,76595.13,41.33,150e694ee10a1860,3,"{""Java"": 2, ""Spring"": 1}",150e694ee10a1860,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
80,java_backend_demo,76595.13,41.33,151,3,"{""Java"": 2, ""Spring"": 1}",151,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
81,java_backend_demo,76595.13,41.33,152,3,"{""Java"": 2, ""Spring"": 1}",152,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
82,java_backend_demo,76595.13,41.33,153,3,"{""Java"": 2, ""Spring"": 1}",153,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
83,java_backend_demo,76595.13,41.33,154,3,"{""Java"": 2, ""Spring"": 1}",154,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
84,java_backend_demo,76595.13,41.33,155,3,"{""Java"": 2, ""Spring"": 1}",155,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
85,java_backend_demo,76595.13,41.33,156,3,"{""Java"": 2, ""Spring"": 1}",156,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
86,java_backend_demo,76595.13,41.33,157,3,"{""Java"": 2, ""Spring"": 1}",157,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
87,java_backend_demo,76595.13,41.33,158,3,"{""Java"": 2, ""Spring"": 1}",158,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
88,java_backend_demo,76595.13,41.33,159,3,"{""Java"": 2, ""Spring"": 1}",159,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
89,java_backend_demo,76595.13,41.33,16,3,"{""Java"": 2, ""Spring"": 1}",16,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
90,java_backend_demo,76595.13,41.33,160,3,"{""Java"": 2, ""Spring"": 1}",160,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
91,java_backend_demo,76595.13,41.33,161,3,"{""Java"": 2, ""Spring"": 1}",161,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
92,java_backend_demo,76595.13,41.33,162,3,"{""Java"": 2, ""Spring"": 1}",162,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
93,java_backend_demo,76595.13,41.33,163,3,"{""Java"": 2, ""Spring"": 1}",163,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
94,java_backend_demo,76595.13,41.33,164,3,"{""Java"": 2, ""Spring"": 1}",164,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
95,java_backend_demo,76595.13,41.33,165,3,"{""Java"": 2, ""Spring"": 1}",165,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
96,java_backend_demo,76595.13,41.33,166,3,"{""Java"": 2, ""Spring"": 1}",166,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
97,java_backend_demo,76595.13,41.33,167,3,"{""Java"": 2, ""Spring"": 1}",167,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
98,java_backend_demo,76595.13,41.33,168,3,"{""Java"": 2, ""Spring"": 1}",168,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
99,java_backend_demo,76595.13,41.33,169,3,"{""Java"": 2, ""Spring"": 1}",169,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
100,java_backend_demo,76595.13,41.33,16c12c548acefe35,3,"{""Java"": 2, ""Spring"": 1}",16c12c548acefe35,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
101,java_backend_demo,76595.13,41.33,17,3,"{""Java"": 2, ""Spring"": 1}",17,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
102,java_backend_demo,76595.13,41.33,170,3,"{""Java"": 2, ""Spring"": 1}",170,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
103,java_backend_demo,76595.13,41.33,171,3,"{""Java"": 2, ""Spring"": 1}",171,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
104,java_backend_demo,76595.13,41.33,172,3,"{""Java"": 2, ""Spring"": 1}",172,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
105,java_backend_demo,76595.13,41.33,173,3,"{""Java"": 2, ""Spring"": 1}",173,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
106,java_backend_demo,76595.13,41.33,174,3,"{""Java"": 2, ""Spring"": 1}",174,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
107,java_backend_demo,76595.13,41.33,175,3,"{""Java"": 2, ""Spring"": 1}",175,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
108,java_backend_demo,76595.13,41.33,176,3,"{""Java"": 2, ""Spring"": 1}",176,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
109,java_backend_demo,76595.13,41.33,177,3,"{""Java"": 2, ""Spring"": 1}",177,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
110,java_backend_demo,76595.13,41.33,178,3,"{""Java"": 2, ""Spring"": 1}",178,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
111,java_backend_demo,76595.13,41.33,179,3,"{""Java"": 2, ""Spring"": 1}",179,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
112,java_backend_demo,76595.13,41.33,17efcc3ae548c413,3,"{""Java"": 2, ""Spring"": 1}",17efcc3ae548c413,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
113,java_backend_demo,76595.13,41.33,18,3,"{""Java"": 2, ""Spring"": 1}",18,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
114,java_backend_demo,76595.13,41.33,180,3,"{""Java"": 2, ""Spring"": 1}",180,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
115,java_backend_demo,76595.13,41.33,181,3,"{""Java"": 2, ""Spring"": 1}",181,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
116,java_backend_demo,76595.13,41.33,181469da1b6bf154,3,"{""Java"": 2, ""Spring"": 1}",181469da1b6bf154,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
117,java_backend_demo,76595.13,41.33,182,3,"{""Java"": 2, ""Spring"": 1}",182,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
118,java_backend_demo,76595.13,41.33,183,3,"{""Java"": 2, ""Spring"": 1}",183,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
119,java_backend_demo,76595.13,41.33,184,3,"{""Java"": 2, ""Spring"": 1}",184,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
120,java_backend_demo,76595.13,41.33,185,3,"{""Java"": 2, ""Spring"": 1}",185,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
121,java_backend_demo,76595.13,41.33,185be9c8f49cae4d,3,"{""Java"": 2, ""Spring"": 1}",185be9c8f49cae4d,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
122,java_backend_demo,76595.13,41.33,186,3,"{""Java"": 2, ""Spring"": 1}",186,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
123,java_backend_demo,76595.13,41.33,187,3,"{""Java"": 2, ""Spring"": 1}",187,0.0,20.0,2.0,0.2325,ranked_candidate,"Ranked using semantic match 0.0, effective capacity 20.0 hours, and current utilization 0%."
